1307,A.C. GRAYLING,0,ACADEMIC,,16/04/2012,"Anthony Grayling , better known as AC Grayling, is a British philosopher and a Supernumerary Fellow of St Anne's College, Oxford. Last year he founded the New College of the Humanities, an independent undergraduate college in London. Until 2011 he was Professor of Philosophy at Birkbeck College, University of London. He is also associated in the UK with the new atheism movement.
Anthony has written and edited over twenty books on philosophy and other subjects; among his most recent are ""The Good Book"", ""Ideas That Matter"", ""Liberty in the Age of Terror"" and ""To Set Prometheus Free"". For several years he wrote the ""Last Word"" column for the Guardian newspaper and now writes a column for the Times. He is a frequent contributor to the Literary Review, Observer, Independent on Sunday, Times Literary Supplement, Index on Censorship and New Statesman, and is an equally frequent broadcaster on BBC Radios 4, 3 and the World Service. He writes the ""Thinking Read"" column for the Barnes and Noble Review in New York.
Anthonys books on civil liberties and Enlightenment values have been politically influential, and in 2010, he was one of 55 public figures who sent a letter to The Guardian expressing their opposition to Pope Benedict XVI's state visit to the UK. For several years Anthony was a Fellow of the World Economic Forum , and a member of its C-100 group on relations between the West and the Islamic world. He is a Fellow of the Royal Society of Literature and a Fellow of the Royal Society of Arts. 
Anthony sits on the editorial boards of several academic journals, and for nearly ten years was the Honorary Secretary of the principal British philosophical association, the Aristotelian Society. He is a past chairman of June Fourth, a human rights group concerned with China, and is a representative to the UN Human Rights Council for the International Humanist and Ethical Union. He is a Vice President of the British Humanist Association, the Patron of the United Kingdom Armed Forces Humanist Association, a patron of Dignity in Dying, and an Honorary Associate of the National Secular Society.
Born in 1949 in Northern Rhodesia, now Zambia, Anthony moved to England in his teens and now lives in London . He is married with three children."
1307,A.C. GRAYLING,0,ACADEMIC,,25/03/2013,"Anthony Grayling , better known as AC Grayling, is a British philosopher and a Fellow of St Anne's College, Oxford. Until 2011 he was Professor of Philosophy at Birkbeck College, University of London. He is also associated in the UK with the new atheism movement.
Anthony has written and edited over 20 books on philosophy and other subjects. Among his most recent are The Good Book, Ideas That Matter, Liberty in the Age of Terror and To Set Prometheus Free. For several years he wrote for The Guardian newspaper and now writes a column for The Times. He is a frequent contributor to The Literary Review, The Observer, The Independent on Sunday, The Times Literary Supplement, Index on Censorship and New Statesman, and is also a frequent broadcaster on the BBC. He writes the Thinking Read column for The Barnes and Noble Review in New York.
Anthonys books on civil liberties and Enlightenment values have been politically influential, and in 2010 he was one of 55 public figures who sent a letter to The Guardian expressing their opposition to Pope Benedict state visit to the UK. For several years Anthony was a Fellow of the World Economic Forum , and a member of its C-100 group on relations between the West and the Islamic world. He is a Fellow of the Royal Society of Literature and a Fellow of the Royal Society of Arts. 
Anthony sits on the editorial boards of several academic journals, and for nearly ten years was the honorary secretary of the principal British philosophical association, the Aristotelian Society. He is a past chairman of June Fourth, a human rights group concerned with China, and is a representative to the UN Human Rights Council for the International Humanist and Ethical Union. He is a Vice President of the British Humanist Association, the Patron of the United Kingdom Armed Forces Humanist Association, a patron of Dignity in Dying, and an Honorary Associate of the National Secular Society.
Born in 1949 in Northern Rhodesia, now Zambia, Anthony moved to England in his teens and now lives in London . He is married with three children."
1004,ADAM BANDT,0,POLITICIAN,GREENS,27/06/2011,"Adam Bandt is the Federal Member for Melbourne and the sole Greens MP in the Lower House. He was elected in 2010 when he made history by becoming the first Greens MP elected to the House of Representatives at a general election. 
Adam is the industrial relations and banking spokesperson for the Greens and a participant in the governments Multi-Party Committee on Climate Change. 
Since being elected to Parliament he has successfully moved motions on marriage equality and condemning the governments refugee deal with Malaysia. He has introduced legislation on protecting the Alpine National Park, banking reform, banning live animal exports, Parliamentary approval for sending troops overseas and compensating fire fighters with cancer.
Adam competed Honours degrees in Arts and Law at Murdoch University, where he won the Sir Ronald Wilson Prize for Academic Achievement. He completed a PhD at Monash University in 2008. 
His thesis looked at the recent trend of governments suspending basic human rights in areas such as migration, workplace relations and criminal law. He has written articles for many publications and has taught industrial relations law at RMIT. 
For many years he worked at the labour law firm Slater & Gordon where he became a partner in the industrial and public interest unit, the same job Prime Minister Julia Gillard used to have. He is now a barrister who specialises in the field of industrial, employment and public interest law. 
Adam has represented many unions and low paid workers and has worked on cases involving freedom of speech and implementation of international covenants into Australian law. 
Adam lives in Flemington with his partner Claudia and their two dogs."
1643,AHDAF SOUEIF,1,AUTHOR,,25/02/2013,"Ahdaf Soueif was born in Cairo and educated in Egypt and in England, where she studied for a PhD at the University of Lancaster.
She is the author of two collections of short stories, 
, and two novels. 
 is about a young Egyptian woman's life in Egypt and England, set against key events in the history of modern Egypt. 
 is the story of a love affair between an Englishwoman and an Egyptian nationalist set in Cairo in 1900. 
 was shortlisted for the Booker Prize for Fiction.
In 2004 her book of essays, 
, was published. Her most recent work is 
, a personal account of the 2011 Egyptian revolution.
She writes regularly for 
 and is a key political commentator on Egypt and Palestine. She is the founder of the Palestine Festival of Literature, Pal Fest, and has made many programs for Arab, American and British TV and radio stations.
Ahdaf lives in London and Cairo."
917,ALANA JOHNSON,1,OTHER,,02/05/2011,"Alana Johnson is a fifth generation farmer, a rural consultant and a clinical Family Therapist and Social Worker.
She received the Rural Industries Research and Development Corporation Rural Woman's Award in 2010 for her work on developing philanthropy in the agriculture sector. 
For the past 3 decades Alana has been engaged in cattle production, farm forestry and landscape renovation on the family property near Benalla in Victoria.
Alana is recognized nationally and internationally for her work on Change Management, Farm Succession Planning and Leadership Training. 
She is currently working in India to organize the 5th International Congress of Rural Women in 2012.\
Alana is a pioneer of the rural womens movement in Australia having been a founding member of Australian Women in Agriculture and is currently Chair of the Womens Advisory Panel to the Victorian Minister for Agriculture.
Alana is a graduate of the Australian Rural Leadership Program and is currently a PhD candidate at Monash University researching sustainable agriculture.
Alana was a participant in the 2020 Summit and a facilitator at the National Rural Womens Summit and she holds the rural portfolio on the Board of the Victorian Womens Trust."
1599,ALANNAH MACTIERNAN,1,POLITICIAN,LABOR,05/11/2012,"Alannah MacTiernan graduated in arts and later law at the University of Western Australia. Her first role was working for the Commonwealth Government in Aboriginal Employment and Training around Western Australia.
She then established and operated a local newspaper, the 
. This paper eventually became the 
 and is still in publication today.
In 1987, Alannah began legal practice in the commercial law department of Dwyer Durack, becoming a partner in 1992.
After establishing the Inner City Residents Action Group, Alannah was elected to the Perth City Council in 1988 and served as a Councillor until 1994. 
Alannah was appointed as an inaugural member of the WA Heritage Council in 1990.
She was first elected to Parliament in 1993 as Member of the Legislative Council and in 1996 as the member for Armadale in the Legislative Assembly.
Alannah served as WA Minister for Planning and Infrastructure from 2001- 2008. In this role she oversaw many major projects including roads, ports and of course the development of the Mandurah Railway line, at the time a highly controversial project but now widely hailed as a success.
Alannah had responsibility for three government departments, four land development authorities and eight port authorities and oversaw big changes in policy and practice throughout her portfolio. During that time, she pioneered deliberative democracy processes that bought competing interests together to develop practical solutions and directions for Government decision making.
After 17 years in State Parliament, Alannah resigned in 2010 to contest the Federal election in the seat of Canning. Despite a good swing, she was unsuccessful and now divides her time between the non for profit sector and working for companies involved with renewable energy and affordable housing.
Alannah was elected as the mayor of the City of Vincent in October 2011."
1599,ALANNAH MACTIERNAN,1,POLITICIAN,LABOR,18/03/2013,"Alannah MacTiernan graduated in arts and later law at the University of Western Australia. Her first role was working for the Commonwealth Government in Aboriginal Employment and Training around Western Australia.
She then established and operated a local newspaper, the 
. This paper eventually became the 
 and is still in publication today.
In 1987, Alannah began legal practice in the commercial law department of Dwyer Durack, becoming a partner in 1992.
After establishing the Inner City Residents Action Group, Alannah was elected to the Perth City Council in 1988 and served as a Councillor until 1994. 
Alannah was appointed as an inaugural member of the WA Heritage Council in 1990.
She was first elected to Parliament in 1993 as Member of the Legislative Council and in 1996 as the member for Armadale in the Legislative Assembly.
Alannah served as WA Minister for Planning and Infrastructure from 2001- 2008. In this role she oversaw many major projects including roads, ports and of course the development of the Mandurah Railway line, at the time a highly controversial project but now widely hailed as a success.
Alannah had responsibility for three government departments, four land development authorities and eight port authorities and oversaw big changes in policy and practice throughout her portfolio. During that time, she pioneered deliberative democracy processes that bought competing interests together to develop practical solutions and directions for Government decision making.
After 17 years in State Parliament, Alannah resigned in 2010 to contest the Federal election in the seat of Canning. Despite a good swing, she was unsuccessful and now divides her time between the non for profit sector and working for companies involved with renewable energy and affordable housing.
Alannah was elected as the mayor of the City of Vincent in October 2011."
313,ALEXANDER DOWNER,0,EX-POLITICIAN,LIBERAL,24/09/2009,"After nearly 12 years as Minister for Foreign Affairs in the Howard government, Alexander Downer is one of Australias best known politicians.
Alexander, who entered Parliament for the South Australian seat of Mayo in 1984, retired from Parliament last year. He is now a consultant for Bespoke Approach in Adelaide, and is a Special Envoy for the United Nations seeking to resolve the vexed Cyprus issue.
Born in Adelaide in 1951, Alexander comes from a powerful political lineage. His father, Sir Alexander, was a Cabinet Minister and High Commissioner in London from 1964-72. His grandfather, Sir John, was twice South Australian Premier and was a Senator in the first Parliament of 1901.
Alexander, who has an Arts degree in politics and economics, was educated in Australia and England. Before entering Parliament he worked as an economist, a diplomat and as a political adviser to both Malcolm Fraser and Andrew Peacock.
A front-bencher from 1987, Alexander came to national prominence in May 1994 when he was elected Leader of the Opposition, with Peter Costello as his deputy. It was an ill-fated appointment, and Alexander handed the leadership to John Howard in January 1995.
As Foreign Affairs Minister Alexander was at the forefront of some tumultuous international developments: the Iraq war, the struggle for East Timorese independence, the Bali terror attacks of 2002 and the devastating tsunami of 2004. He was in Indonesia in 2007 when many friends and colleagues were killed or badly injured in a plane crash at Jogjakarta. Other prominent issues on his watch include the incarceration of David Hicks in Guantanamo Bay, the AWB scandal and the furore over non-existent weapons of mass destruction in Iraq.
Alexander and his wife Nicky live in Adelaide and have four adult children."
348,ALEXEI SAYLE,0,COMIC,,15/10/2009,"Alexei Sayle is regarded as one on the UKs most legendary comics, now also well known as an actor, author and political activist. He began his career with the infamous Comedy Store in London in 1979 and became the leading performer at renowned comedy club, The Comic Strip.
Alexei has starred in 24 TV series and is best remembered in Australia for the series 
, where he played the landlord , Mr Balowski. In the 80s he had two top-selling hit singles - ""Didnt You Kill my Bruvver"" and ""Ullo John! Gotta New Motor?"" Alexei has also appeared in movies, notably 
 and 
.
Much of Alexei's humour is in the tradition of Spike Milligan and Monty Python. He combines cynicism, intelligence and political awareness in his acts, as well as a healthy dose of slapstick. His trademark appearance is a shaved head and a suit thats a size too small.
Alexei was born in 1952 in Liverpool, UK and describes himself as being of Lithuanian Jewish extraction. His parents were active in the Communist Party and in the aftermath of the May 1968 French uprising Alexei followed in their footsteps and joined the party himself. He remains politically outspoken and in January 2009, took part in a protest in London in opposition to Israel's ground attack on Gaza.
He has now written eight novels, the latest being 
. In 1995, he was awarded an honorary professorship at Thames Valley University.
Alexei lives in London with his wife, Linda Rawsthorn."
1191,ALLAN ASHER,0,OTHER,,31/10/2011,"Former Commonwealth Ombudsman Allan Asher was thrust into the public spotlight earlier this month when he admitted to having drafted questions for a Greens Senator, Sarah Hanson Young, to ask him at a Senate Committee hearing. As a result the Government, which appointed him to the post in August 2010, declared it had lost confidence in him and Allan resigned.
The Greens declared Allan was the victim of a political assassination and alleged he had been a thorn in the Governments side for his proactive advocacy on behalf of those in immigration detention centres.
Allan has been an outspoken consumer advocate for nearly forty years. 
He began his career with a degree in law from The University of Sydney and is admitted as a Barrister and Solicitor to the High Court.
He spent a total of twenty years at the Australian Consumers Association and then the Australian Competition and Consumer Commission, where he became Deputy Chair and Consumer Protection Commissioner.
In 2000 he went to the United Kingdom for ten years. He worked with the Consumers Association, the global non-government organisation, Consumers International and was a board member of the Office of Fair Trading. From 2003 to 2008 he was CEO of Energy Watch, a body which protects consumer rights in a deregulated energy market.
After returning to Australia Allan became the inaugural CEO of the Australian Communications Consumer Action Network before taking the role of Commonwealth Ombudsman."
802,AMANDA VANSTONE,1,EX-POLITICIAN,LIBERAL,07/02/2011,"Amanda Vanstone was a Liberal Senator for South Australia for 23 years, from 1984 to 2007, and was the only female member of the Howard Cabinet following the 1996 election that brought the coalition to power.
For much of her career she was a leading member of the moderate Liberal faction and a mentor to younger Liberal moderates, such as fellow South Australian Christopher Pyne.
In 2010 Amanda returned to Australia after serving for three years as Australian Ambassador in Rome. 
Amanda was born in Adelaide in 1952. She studied Arts and Law at the University of Adelaide and before entering politics worked in the legal area, retailing and small business. In the late 1980s she married Tony Vanstone, a commercial lawyer.
As a Minister in the Howard government Amanda faced several challenges and was at times criticised by those who believed she, and other moderates, had allowed their moderate principles to be overridden by the Governments conservative agenda. As Minister for Employment and Education Amanda was charged with cancelling a number of Keating administration employment programs for budgetary reasons, and was sent to the outer ministry as Minister for Justice in 1997. 
In 2001 she returned to Cabinet as Minister for Family and Community Services, and in 2003 was given the onerous Immigration, Multicultural and Indigenous Affairs portfolio. She had to oversee the Governments Pacific Solution policy to counter boat people, and also decided to abolish the contentious Aboriginal and Torres Strait Islander Commission.
In February 2007 Amanda released the lyrics to her version of a national song, 
. Her dog Gus achieved renown in Rome for biting visitors to the Ambassadors residence."
802,AMANDA VANSTONE,1,EX-POLITICIAN,LIBERAL,28/04/2011,"Amanda Vanstone was a Liberal Senator for South Australia for 23 years, from 1984 to 2007, and was the only female member of the Howard Cabinet following the 1996 election that brought the coalition to power.
For much of her career she was a leading member of the moderate Liberal faction and a mentor to younger Liberal moderates, such as fellow South Australian Christopher Pyne.
In 2010 Amanda returned to Australia after serving for three years as Australian Ambassador in Rome. 
Amanda was born in Adelaide in 1952. She studied Arts and Law at the University of Adelaide and before entering politics worked in the legal area, retailing and small business. In the late 1980s she married Tony Vanstone, a commercial lawyer.
As a Minister in the Howard government Amanda faced several challenges and was at times criticised by those who believed she, and other moderates, had allowed their moderate principles to be overridden by the Governments conservative agenda. As Minister for Employment and Education Amanda was charged with cancelling a number of Keating administration employment programs for budgetary reasons, and was sent to the outer ministry as Minister for Justice in 1997. 
In 2001 she returned to Cabinet as Minister for Family and Community Services, and in 2003 was given the onerous Immigration, Multicultural and Indigenous Affairs portfolio. She had to oversee the Governments Pacific Solution policy to counter boat people, and also decided to abolish the contentious Aboriginal and Torres Strait Islander Commission.
In February 2007 Amanda released the lyrics to her version of a national song, Under Southern Stars. Her dog Gus achieved renown in Rome for biting visitors to the Ambassadors residence. 
Even as a minister under avowed monarchist John Howard, Amanda was an outspoken republican.  She was recently published in the Fairfax press arguing that to put off becoming a republic until the Queen dies is insulting to the Queen."
802,AMANDA VANSTONE,1,EX-POLITICIAN,LIBERAL,05/03/2012,"Amanda Vanstone was a Liberal Senator for South Australia for 23 years, from 1984 to 2007, and was the only female member of the Howard Cabinet following the 1996 election that brought the coalition to power.
Amanda was born in Adelaide in 1952. She studied Arts and Law at the University of Adelaide and before entering politics worked in the legal area, retailing and small business. In the late 1980s she married Tony Vanstone, a commercial lawyer.
As a Minister in the Howard government Amanda faced several challenges and was at times criticised by those who believed she, and other moderates, had allowed their moderate principles to be overridden by the Governments conservative agenda. As Minister for Employment and Education Amanda was charged with cancelling a number of Keating administration employment programs for budgetary reasons, and was sent to the outer ministry as Minister for Justice in 1997. 
In 2001 she returned to Cabinet as Minister for Family and Community Services, and in 2003 was given the onerous Immigration, Multicultural and Indigenous Affairs portfolio. She had to oversee the Governments Pacific Solution policy to counter boat people, and also decided to abolish the contentious Aboriginal and Torres Strait Islander Commission.
For much of her career she was a leading member of the moderate Liberal faction and a mentor to younger Liberal moderates, such as fellow South Australian Christopher Pyne.
In 2010 Amanda returned to Australia after serving for three years as Australian Ambassador in Rome. Her dog Gus achieved renown in Rome for biting visitors to the Ambassadors residence. She is an outspoken republican and a renowned cook whose jams are legendary."
802,AMANDA VANSTONE,1,EX-POLITICIAN,LIBERAL,22/10/2012,"Amanda Vanstone was a Liberal Senator for South Australia for 23 years, from 1984 to 2007, and was the only female member of the Howard Cabinet following the 1996 election that brought the coalition to power.
Amanda was born in Adelaide in 1952. She studied Arts and Law at the University of Adelaide and before entering politics worked in the legal area, retailing and small business. In the late 1980s she married Tony Vanstone, a commercial lawyer.
As a Minister in the Howard government Amanda faced several challenges and was at times criticised by those who believed she, and other moderates, had allowed their moderate principles to be overridden by the Governments conservative agenda. As Minister for Employment and Education Amanda was charged with cancelling a number of Keating administration employment programs for budgetary reasons, and was sent to the outer ministry as Minister for Justice in 1997. 
In 2001 she returned to Cabinet as Minister for Family and Community Services, and in 2003 was given the onerous Immigration, Multicultural and Indigenous Affairs portfolio. She had to oversee the Governments Pacific Solution policy to counter boat people, and also decided to abolish the contentious Aboriginal and Torres Strait Islander Commission.
For much of her career she was a leading member of the moderate Liberal faction and a mentor to younger Liberal moderates, such as fellow South Australian Christopher Pyne.
In 2010 Amanda returned to Australia after serving for three years as Australian Ambassador in Rome. Her dog Gus achieved renown in Rome for biting visitors to the Ambassadors residence. She is an outspoken republican and a renowned cook whose jams are legendary."
802,AMANDA VANSTONE,1,EX-POLITICIAN,LIBERAL,04/02/2013,"Amanda Vanstone was a Liberal Senator for South Australia for 23 years, from 1984 to 2007, and was the only female member of the Howard Cabinet following the 1996 election that brought the coalition to power.
Amanda was born in Adelaide in 1952. She studied Arts and Law at the University of Adelaide and before entering politics worked in the legal area, retailing and small business. In the late 1980s she married Tony Vanstone, a commercial lawyer.
As a Minister in the Howard government Amanda faced several challenges and was at times criticised by those who believed she, and other moderates, had allowed their moderate principles to be overridden by the Governments conservative agenda. As Minister for Employment and Education Amanda was charged with cancelling a number of Keating administration employment programs for budgetary reasons, and was sent to the outer ministry as Minister for Justice in 1997. 
In 2001 she returned to Cabinet as Minister for Family and Community Services, and in 2003 was given the onerous Immigration, Multicultural and Indigenous Affairs portfolio. She had to oversee the Governments Pacific Solution policy to counter boat people, and also decided to abolish the contentious Aboriginal and Torres Strait Islander Commission.
For much of her career she was a leading member of the moderate Liberal faction and a mentor to younger Liberal moderates, such as fellow South Australian Christopher Pyne.
In 2010 Amanda returned to Australia after serving for three years as Australian Ambassador in Rome. Her dog Gus achieved renown in Rome for biting visitors to the Ambassadors residence. 
She is now an ABC presenter on Radio Nationals Counterpoint."
802,AMANDA VANSTONE,1,EX-POLITICIAN,LIBERAL,27/05/2013,"Amanda Vanstone was a Liberal Senator for South Australia for 23 years, from 1984 to 2007, and was the only female member of the Howard Cabinet following the 1996 election that brought the coalition to power.
Amanda was born in Adelaide in 1952. She studied Arts and Law at the University of Adelaide and before entering politics worked in the legal area, retailing and small business. In the late 1980s she married Tony Vanstone, a commercial lawyer.
As a Minister in the Howard government Amanda faced several challenges and was at times criticised by those who believed she, and other moderates, had allowed their moderate principles to be overridden by the Governments conservative agenda. As Minister for Employment and Education Amanda was charged with cancelling a number of Keating administration employment programs for budgetary reasons, and was sent to the outer ministry as Minister for Justice in 1997. 
In 2001 she returned to Cabinet as Minister for Family and Community Services, and in 2003 was given the onerous Immigration, Multicultural and Indigenous Affairs portfolio. She had to oversee the Governments Pacific Solution policy to counter boat people, and also decided to abolish the contentious Aboriginal and Torres Strait Islander Commission.
For much of her career she was a leading member of the moderate Liberal faction and a mentor to younger Liberal moderates, such as fellow South Australian Christopher Pyne.
In 2010 Amanda returned to Australia after serving for three years as Australian Ambassador in Rome. Her dog Gus achieved renown in Rome for biting visitors to the Ambassadors residence. 
She is now an ABC presenter on Radio Nationals Counterpoint."
